location_tag,province,owner,rank,rgo,capacity_people,pops_people,over_capacity,processor,processor_levels,farm,farm_levels,land_levels_available,farm_land_people,farm_limit
matad,dariganga_province,HCN,rural_settlement,livestock,15800.0,4638.0,false,"",0,farming_village,1,1,5000.0,land
kabara,timbuktu_province,BMR,rural_settlement,livestock,26500.0,8455.0,false,"",0,farming_village,2,2,10000.0,land
gaoyao,zhaoqing_province,CHI,town,fiber_crops,124670.0,73903.0,false,"",0,"",0,0,0.0,""
suez,sharqiyya_province,MAM,rural_settlement,sand,33100.0,30055.0,false,sand_pit,1,"",0,0,0.0,""
wolvega,friesland_province,FRI,rural_settlement,livestock,52300.0,9580.0,false,"",0,farming_village,5,7,25000.0,workers
lardeja,burgas_province,BUL,rural_settlement,lumber,73910.0,11015.0,false,lumber_mill,2,"",0,0,0.0,""
neyasar,qom_province,KSA,rural_settlement,wool,24200.0,4875.999999999999,false,"",0,sheep_farms,2,9,4000.0,workers
bereschany,lviv_province,HAL,rural_settlement,beeswax,60920.0,14120.0,false,"",0,farming_village,6,8,30000.0,cap
miesbach,alpenvorland_province,FRE,rural_settlement,lumber,143960.0,15415.999999999998,false,lumber_mill,2,"",0,0,0.0,""
sime,simao_province,CHH,town,tea,67610.0,28025.0,false,"",0,"",0,0,0.0,""
mouzon,rethelois_province,MOU,rural_settlement,fur,201100.0,18410.0,false,forest_village,2,farming_village,6,35,30000.0,cap
almenevo,almenevo_province,GLH,rural_settlement,wild_game,37400.0,1814.0,false,forest_village,0,"",0,0,0.0,""
bogiston,chach_province,CHG,rural_settlement,wild_game,38500.0,21165.000000000004,false,forest_village,2,"",0,0,0.0,""
koma_kai,kai_province,JAP,rural_settlement,horses,51300.0,25841.0,false,"",0,"",0,0,0.0,""
damghan,damghan_province,GRG,rural_settlement,cotton,30900.0,2326.0,false,"",0,"",0,0,0.0,""
fontenay,lower_poitou_province,FRA,rural_settlement,sand,155660.0,30966.0,false,sand_pit,1,"",0,0,0.0,""
cesis,inner_livonia_province,LIV,rural_settlement,millet,52910.0,3365.0,false,"",0,farming_village,2,8,10000.0,workers
tongliao,yizhou_liaodong_province,CHI,rural_settlement,wheat,63300.0,31375.999999999996,false,"",0,farming_village,5,5,25000.0,land
velikyi_bereznyi,zemplen_province,HUN,rural_settlement,lumber,39800.0,10204.0,false,lumber_mill,2,"",0,0,0.0,""
uzkand,andijan_province,CHG,rural_settlement,lumber,33400.0,28950.000000000004,false,lumber_mill,2,"",0,0,0.0,""
palazzolo,brescia_province,VER,rural_settlement,fruit,169070.0,44416.0,false,"",0,fruit_orchard,6,23,30000.0,cap
zaplyusye,luzhkaya_province,NOV,rural_settlement,lumber,42600.0,2519.9999999999995,false,lumber_mill,1,"",0,0,0.0,""
kldekari,kartli_province,AAI,rural_settlement,fiber_crops,37200.0,9451.0,false,"",0,"",0,0,0.0,""
rouen,rouennais_province,NRM,city,legumes,186160.0,80978.00000000001,false,"",0,farming_village,6,20,30000.0,cap
bazer_sakhra,constantine_province,TUN,rural_settlement,legumes,58010.0,20827.0,false,"",0,farming_village,4,6,20000.0,workers
misgar,hunza,HNZ,rural_settlement,wool,18100.0,6798.0,false,"",0,sheep_farms,4,5,8000.0,workers
barito,upper_barito_province,KRP,rural_settlement,lumber,38900.0,2141.0,false,lumber_mill,0,"",0,0,0.0,""
banggai,banggai_province,BAI,rural_settlement,fish,41200.0,2110.9999999999995,false,fishing_village,0,"",0,0,0.0,""
jaeren,rogaland_province,NOR,rural_settlement,beeswax,34500.0,4939.0,false,"",0,farming_village,2,4,10000.0,workers
tullamore,meath_province,FCL,rural_settlement,wild_game,54710.0,1692.9999999999998,false,forest_village,0,"",0,0,0.0,""
wara,south_darfur_province,DAJ,rural_settlement,livestock,40070.0,39568.99999999999,false,"",0,farming_village,0,0,0.0,land
wuping,tingzhou_province,CHI,rural_settlement,tea,64710.0,44710.0,false,"",0,"",0,0,0.0,""
nerekhta,kostroma_province,KOS,rural_settlement,livestock,46500.0,9418.0,false,"",0,farming_village,5,6,25000.0,workers
sakaka,jawf_province,AAL,rural_settlement,horses,19900.0,14488.999999999998,false,"",0,"",0,0,0.0,""
qijiang,chongqing_province,NPG,rural_settlement,wild_game,45800.0,20163.999999999996,false,forest_village,2,"",0,0,0.0,""
ust_ugla,cherepoves_province,BLO,rural_settlement,lumber,26100.0,2352.0,false,lumber_mill,1,"",0,0,0.0,""
erbach,odenwald_province,ERB,rural_settlement,livestock,123050.0,17043.0,false,"",0,farming_village,6,20,30000.0,cap
letychiv,eastern_podolia_province,HAL,rural_settlement,lumber,59810.0,7233.0,false,lumber_mill,2,"",0,0,0.0,""
nankang,nanan_province,CHI,rural_settlement,lumber,89350.0,23504.0,false,lumber_mill,2,"",0,0,0.0,""
impakwe,shashe_province,ZMW,rural_settlement,livestock,29900.0,3661.0,false,"",0,farming_village,0,4,0.0,workers
neuhaus,elbmarch_province,BRE,rural_settlement,sand,214800.0,13971.0,false,sand_pit,1,farming_village,6,39,30000.0,cap
keylong,punjab_hills_province,LHL,rural_settlement,livestock,34000.0,12844.0,false,"",0,farming_village,3,3,15000.0,land
bhagalpur,bhagalpur_province,DLH,rural_settlement,elephants,162200.0,159993.0,false,"",0,"",0,0,0.0,""
wari_peru,wari_province,PCR,rural_settlement,livestock,34310.0,33727.0,false,"",0,farming_village,0,0,0.0,land
karikkode,kutta_nadu,VDK,rural_settlement,rice,88830.0,87451.00000000001,false,"",0,farming_village,0,0,0.0,land
tonglu,yanzhou_province,CHI,rural_settlement,rice,94640.0,94542.0,false,"",0,farming_village,0,0,0.0,land
nyonoksa,onega_province,NOV,rural_settlement,salt,1600.0,1000.0,false,salt_collector,0,"",0,0,0.0,""
nishiusuki,hyuuga_province,JAP,rural_settlement,copper,41900.0,23704.0,false,copper_mine,1,"",0,0,0.0,""
piacenza,piacenza_province,PCZ,town,wine,241610.0,48418.0,false,"",0,farming_village,6,37,30000.0,cap
asele,ume_lappmark_province,SWE,rural_settlement,lumber,13500.0,812.0,false,lumber_mill,0,"",0,0,0.0,""
sorgono,arborea_province,ARB,rural_settlement,fur,89920.0,5641.0,false,forest_village,2,farming_village,1,15,5000.0,workers
khotchino,vodskaya_province,NOV,rural_settlement,lumber,19700.0,4013.0,false,lumber_mill,2,"",0,0,0.0,""
yaik,ural_province,GLH,rural_settlement,fur,45600.0,6795.0,false,forest_village,1,"",0,0,0.0,""
bellinzona,ticino_province,LCA,rural_settlement,iron,40600.0,13108.0,false,iron_mine,2,"",0,0,0.0,""
demetrias,thessaly_province,BYZ,rural_settlement,fish,48910.0,22117.0,false,fishing_village,3,"",0,0,0.0,""
leibo,mahu_province,LBO,rural_settlement,wild_game,50400.0,9872.0,false,forest_village,0,"",0,0,0.0,""
francavilla,otranto_province,NAP,rural_settlement,cotton,121830.0,21817.999999999996,false,"",0,farming_village,6,19,30000.0,cap
tsagaan,torey_province,QAS,rural_settlement,iron,14400.0,14103.0,false,iron_mine,2,"",0,0,0.0,""
karpenisi,aetolia_province,EPI,rural_settlement,lumber,32100.0,11193.0,false,lumber_mill,2,"",0,0,0.0,""
shuyang,haizhou_province,CHI,rural_settlement,wine,131430.0,81813.0,false,"",0,"",0,0,0.0,""
guangsuoling,anshun_province,PDN,rural_settlement,livestock,54900.0,3395.0,false,"",0,farming_village,0,9,0.0,workers
brvenik,raska_province,SER,rural_settlement,lead,41900.0,13329.0,false,lead_mine,1,"",0,0,0.0,""
kyiv,kyiv_province,KIE,town,wheat,78710.0,26483.0,false,"",0,farming_village,6,9,30000.0,cap
sagabuyen,kayalyk_province,CHG,rural_settlement,livestock,40300.0,4288.0,false,"",0,farming_village,0,6,0.0,workers
kottarakkara,ve_nadu,ELA,rural_settlement,rice,95820.0,95144.0,false,"",0,farming_village,0,0,0.0,land
suriig,ongiin_province,CHI,rural_settlement,wool,13600.0,11101.0,false,"",0,sheep_farms,0,0,0.0,land
hoan_chau,hoan_chau_province,DAI,rural_settlement,beeswax,55000.0,17885.0,false,"",0,farming_village,6,6,30000.0,land
oravsky_podzamok,trencsen_province,HUN,rural_settlement,tin,51310.0,21272.0,false,tin_streamworks,1,"",0,0,0.0,""
sarahan,kangra_province,SKT,rural_settlement,wild_game,42200.0,14399.0,false,forest_village,2,"",0,0,0.0,""
murzzuschlag,upper_styria_province,HAB,rural_settlement,livestock,27800.0,9738.0,false,"",0,farming_village,2,2,10000.0,land
basel,neuchatel_province,BAS,rural_settlement,wheat,115040.0,9070.0,false,"",0,farming_village,5,20,25000.0,workers
linhai,taizhou_province,CHI,town,livestock,235420.0,233058.0,false,"",0,farming_village,0,0,0.0,land
guangning_zhaoqing,zhaoqing_province,CHI,rural_settlement,gems,45200.0,30337.0,false,gem_gravel_pit,1,"",0,0,0.0,""
enzhou,gaotang_province,CHI,rural_settlement,livestock,116710.0,9844.0,false,"",0,farming_village,5,20,25000.0,workers
vieng_phouka,muang_sing_province,LNA,rural_settlement,millet,42800.0,10497.000000000002,false,"",0,farming_village,0,5,0.0,workers
nurota,nurota_province,YSU,rural_settlement,sand,23100.0,3525.0,false,sand_pit,1,"",0,0,0.0,""
indore,western_malwa,DLH,rural_settlement,medicaments,112390.0,110808.0,false,"",0,"",0,0,0.0,""
shimohei,rikuchuu_province,JAP,rural_settlement,fur,42100.0,12039.0,false,forest_village,2,"",0,0,0.0,""
limassol,cyprus_province,CYP,rural_settlement,sugar,58610.0,24320.0,false,"",0,"",0,0,0.0,""
niwa,owari_province,JAP,rural_settlement,silk,202190.0,48143.0,false,"",0,"",0,0,0.0,""
mondovi,mondovi_province,MND,rural_settlement,livestock,171870.0,11913.0,false,"",0,farming_village,6,30,30000.0,cap
juxtlahuaca,tlachquiauhco_province,JUX,rural_settlement,dyes,33800.0,14657.0,false,"",0,"",0,0,0.0,""
sirohi,godwar,JLR,rural_settlement,marble,71620.0,69063.0,false,marble_quarry,1,"",0,0,0.0,""
hateg,feher_province,HUN,rural_settlement,lumber,42400.0,14764.0,false,lumber_mill,2,"",0,0,0.0,""
anbang,hai_dong_province,DAI,rural_settlement,lumber,42900.0,34102.0,false,lumber_mill,2,"",0,0,0.0,""
katihar,purnia_province,ONW,rural_settlement,dyes,170540.0,103408.99999999999,false,"",0,"",0,0,0.0,""
poltava,poltava_province,KIE,town,clay,67100.0,10668.000000000002,false,clay_pit,2,"",0,0,0.0,""
amboise,touraine_province,FRA,rural_settlement,fruit,190790.0,22328.0,false,"",0,fruit_orchard,6,32,30000.0,cap
chishti_sarif,herat_province,KRT,rural_settlement,iron,34200.0,986.0,false,iron_mine,0,"",0,0,0.0,""
wusa,wusa_province,WSA,rural_settlement,lumber,54600.0,3700.9999999999995,false,lumber_mill,0,"",0,0,0.0,""
orihuela,orihuela_province,ARA,town,salt,143130.0,14933.0,false,salt_collector,2,farming_village,5,24,25000.0,workers
ksar_es_souk,tafilalt_province,TFL,rural_settlement,iron,25170.0,24331.0,false,iron_mine,0,"",0,0,0.0,""
nerac,bazadais_province,FRA,rural_settlement,wheat,91220.0,12284.0,false,"",0,farming_village,6,14,30000.0,cap
nora_eth,argobba_province,ETH,rural_settlement,sugar,25700.0,24922.0,false,"",0,"",0,0,0.0,""
charolles,autunnais_province,BUR,rural_settlement,clay,162780.0,36488.0,false,clay_pit,2,farming_village,6,24,30000.0,cap
thrissur,kuda_nadu,KDU,rural_settlement,beeswax,85750.0,57248.99999999999,false,"",0,farming_village,4,4,20000.0,land
soltsy,knyazhaya_province,NOV,rural_settlement,beeswax,42800.0,3010.0000000000005,false,"",0,farming_village,1,6,5000.0,workers
al_dhaid,julfar_province,ORM,rural_settlement,fish,13800.0,2424.0,false,fishing_village,1,"",0,0,0.0,""
baurang,dartsedo_province,CKL,rural_settlement,stone,24000.0,8214.0,false,stone_quarry,0,"",0,0,0.0,""
kurihara,rikuzen_province,JAP,rural_settlement,lead,51300.0,48055.0,false,lead_mine,1,"",0,0,0.0,""
ankober,argobba_province,ETH,rural_settlement,beeswax,43700.0,18375.0,false,"",0,farming_village,4,4,20000.0,land
branicevo,branicevo_province,SER,rural_settlement,horses,122940.0,24200.0,false,"",0,"",0,0,0.0,""
zangchen,lhokha_province,TIB,rural_settlement,lead,12400.0,2439.0,false,lead_mine,1,"",0,0,0.0,""
sutnga,meghalaya_province,JNT,rural_settlement,wild_game,44400.0,44087.0,false,forest_village,2,"",0,0,0.0,""
gambia,casamance_province,KAB,rural_settlement,fish,19700.0,13896.0,false,fishing_village,0,"",0,0,0.0,""
mandi,kangra_province,SKT,rural_settlement,lumber,62200.0,18779.0,false,lumber_mill,2,"",0,0,0.0,""
alencon,ebroicien_province,ALE,rural_settlement,wool,211700.0,53120.0,false,"",0,sheep_farms,6,78,12000.0,cap
pavlovskaya,akhtar_province,GLH,rural_settlement,horses,32100.0,2719.0000000000005,false,"",0,"",0,0,0.0,""
vyada,slonin_province,NRK,rural_settlement,lumber,40000.0,8078.000000000001,false,lumber_mill,2,"",0,0,0.0,""
el_manaqil,lower_gezira_province,ALO,rural_settlement,wheat,54880.0,58260.0,true,"",0,farming_village,0,0,0.0,land
yanchi,lingzhou_province,CHI,rural_settlement,salt,37900.0,9631.0,false,inland_saltworks,2,"",0,0,0.0,""
mulmuga,upper_zeya_province,CHI,rural_settlement,lumber,13700.0,1820.0,false,lumber_mill,0,"",0,0,0.0,""
bhongir,warangal_province,MSN,rural_settlement,iron,110810.0,74011.0,false,iron_mine,2,"",0,0,0.0,""
bir,upper_marathwada,DLH,rural_settlement,lumber,122030.0,119692.0,false,lumber_mill,0,"",0,0,0.0,""
birma,lower_zeya_province,CHI,rural_settlement,beeswax,38400.0,2218.0,false,"",0,farming_village,0,6,0.0,workers
kondapalli,khammamet_province,MSN,rural_settlement,gems,109210.0,80872.0,false,gem_gravel_pit,1,"",0,0,0.0,""
oristano,arborea_province,ARB,town,wool,183870.0,10119.0,false,"",0,sheep_farms,6,86,12000.0,cap
irgiz,irgiz_province,GLH,rural_settlement,wool,28800.0,3457.0,false,"",0,sheep_farms,0,12,0.0,workers
ezerenai,breslauja_province,LIT,rural_settlement,lumber,35600.0,16502.000000000004,false,lumber_mill,2,"",0,0,0.0,""
grodkow,wroclaw_province,NYS,rural_settlement,lead,54400.0,10782.0,false,lead_mine,1,"",0,0,0.0,""
senj,lika_province,CRO,rural_settlement,legumes,47700.0,11195.0,false,"",0,farming_village,6,6,30000.0,land
vilaka,latgalia_province,ARR,rural_settlement,fiber_crops,42800.0,6250.0,false,"",0,"",0,0,0.0,""
shimen,lizhou_province,CHI,rural_settlement,livestock,63900.0,33902.0,false,"",0,farming_village,4,4,20000.0,land
szamotuly,poznan_province,POL,rural_settlement,beeswax,139760.0,6419.0,false,"",0,farming_village,3,25,15000.0,workers
xiuning,huizhou_province,CHI,rural_settlement,tea,143250.0,142501.0,false,"",0,"",0,0,0.0,""
iwase,iwase_province,JAP,rural_settlement,legumes,46300.0,18654.0,false,"",0,farming_village,4,4,20000.0,land
longhui,baoqing_province,CHI,rural_settlement,wild_game,82550.0,21723.000000000004,false,forest_village,2,"",0,0,0.0,""
tijis,constantine_province,TUN,rural_settlement,olives,77220.0,12872.0,false,"",0,farming_village,1,11,5000.0,workers
gisors,rouennais_province,NRM,rural_settlement,wheat,216900.0,53664.0,false,"",0,farming_village,6,31,30000.0,cap
huraydah,hadramawt_province,YEM,rural_settlement,wheat,56800.0,8570.0,false,"",0,farming_village,5,8,25000.0,workers
cobeta,guadalajara_province,CAS,rural_settlement,livestock,71620.0,15203.999999999998,false,"",0,farming_village,6,10,30000.0,cap
wuping_daning,daning_province,CHI,rural_settlement,livestock,53500.0,6286.0,false,"",0,farming_village,1,8,5000.0,workers
salay,pagan_province,PIN,rural_settlement,livestock,114290.0,23082.0,false,"",0,farming_village,6,17,30000.0,cap
kelafo,haud_province,AJU,rural_settlement,horses,26100.0,25380.000000000004,false,"",0,"",0,0,0.0,""
dungkar,guge_province,GUG,rural_settlement,livestock,13400.0,5203.0,false,"",0,farming_village,0,0,0.0,land
bedale,north_riding_province,ENG,rural_settlement,horses,93120.0,21289.0,false,"",0,"",0,0,0.0,""
osa,kasevo_province,PRM,rural_settlement,fur,32100.0,3382.0,false,forest_village,0,"",0,0,0.0,""
gugera,mahja_province,DLH,rural_settlement,sugar,112530.0,112169.0,false,"",0,"",0,0,0.0,""
bani_walid,misratah_province,BTL,rural_settlement,livestock,27110.0,26993.000000000004,false,"",0,farming_village,0,0,0.0,land
sheberghan,maymana_province,APD,rural_settlement,fruit,36700.0,13807.0,false,"",0,fruit_orchard,3,3,15000.0,land
manama,al_ahsa_province,ORM,rural_settlement,pearls,30100.0,14177.999999999998,false,"",0,"",0,0,0.0,""
muskerry,desmond_province,MCM,rural_settlement,lumber,45910.0,4235.0,false,lumber_mill,0,"",0,0,0.0,""
seddori,cagliari_province,ARA,rural_settlement,iron,108330.0,5438.000000000001,false,iron_mine,2,"",0,0,0.0,""
yongxin,taihe_province,CHI,town,wild_game,265210.0,263862.0,false,forest_village,2,"",0,0,0.0,""
gordes,saruhan_province,SRU,rural_settlement,fiber_crops,61910.0,4473.000000000001,false,"",0,"",0,0,0.0,""
chundzha,ilibalyk_province,CHG,rural_settlement,millet,39000.0,6091.0,false,"",0,farming_village,1,5,5000.0,workers
mixquiahuala,xilotepec_province,AXO,rural_settlement,livestock,57720.0,37492.0,false,"",0,farming_village,3,3,15000.0,land
lyepyel,polotsk_province,POK,rural_settlement,millet,39900.0,10939.0,false,"",0,farming_village,4,4,20000.0,land
rostov,rostov_province,RSO,town,wild_game,58100.0,16197.0,false,forest_village,2,"",0,0,0.0,""
suixi,leizhou_province,CHI,rural_settlement,sugar,153220.0,77578.0,false,"",0,"",0,0,0.0,""
buantan,riau_siak_province,ARU,rural_settlement,fish,35300.0,1730.9999999999998,false,fishing_village,1,"",0,0,0.0,""
poreevo,pereyaslavl_province,MOS,rural_settlement,legumes,44200.0,6554.0,false,"",0,farming_village,3,6,15000.0,workers
kiknur,yaransk_province,GLH,rural_settlement,fur,30000.0,6759.0,false,forest_village,0,"",0,0,0.0,""
kamalia,rechna_doab_province,DLH,rural_settlement,legumes,109120.0,82358.0,false,"",0,farming_village,4,4,20000.0,land
ramnagar,baghelkhand,BGK,rural_settlement,marble,100010.0,30515.0,false,marble_quarry,1,"",0,0,0.0,""
sukadana_lampung,lampung_province,PLB,rural_settlement,clay,99290.0,13238.999999999998,false,clay_pit,2,"",0,0,0.0,""
niena,tengrela_province,MAL,rural_settlement,rice,50000.0,4430.0,false,"",0,farming_village,1,8,5000.0,workers
mogot,gilyuy_province,CHI,rural_settlement,wild_game,11200.0,2045.0,false,forest_village,0,"",0,0,0.0,""
tancitaro,patzcuaro_province,TAR,rural_settlement,lumber,67230.0,30826.0,false,lumber_mill,2,"",0,0,0.0,""
bakanas,bakanas_province,GLH,rural_settlement,horses,29500.0,2091.0,false,"",0,"",0,0,0.0,""
azai,oumi_province,JAP,rural_settlement,rice,48200.0,18820.0,false,"",0,farming_village,4,4,20000.0,land
bensheim,odenwald_province,MAI,rural_settlement,marble,117630.0,18903.000000000004,false,marble_quarry,1,"",0,0,0.0,""
huiqi,guangzhou_province,CHI,rural_settlement,iron,89320.0,87187.0,false,iron_mine,2,"",0,0,0.0,""
sandare,khaaso_province,DFN,rural_settlement,millet,37800.0,6181.999999999999,false,"",0,farming_village,3,5,15000.0,workers
ras_el_ma,safare_province,BMR,rural_settlement,livestock,16400.0,4420.0,false,"",0,farming_village,1,1,5000.0,land
arta,south_epirus_province,EPI,rural_settlement,fruit,36800.0,11872.0,false,"",0,fruit_orchard,3,3,15000.0,land
ventspils,courland_province,LIV,rural_settlement,salt,43100.0,1759.0,false,salt_collector,0,"",0,0,0.0,""
vilshana,sumy_province,KIE,rural_settlement,horses,49600.0,3739.9999999999995,false,"",0,"",0,0,0.0,""
monaghan,oriel_province,OIL,rural_settlement,livestock,54810.0,1761.0,false,"",0,farming_village,0,9,0.0,workers
kahan,koh_e_sulayman_province,DLH,rural_settlement,wool,56080.0,83109.00000000001,true,"",0,sheep_farms,0,0,0.0,land
knyazhich_gorodok,beloe_province,BLO,rural_settlement,fish,25600.0,3330.0,false,fishing_village,1,"",0,0,0.0,""
cahul,basarabia_province,BLD,rural_settlement,wool,56900.0,5552.0,false,"",0,sheep_farms,2,25,4000.0,workers
ruyuan,shaozhou_province,CHI,rural_settlement,rice,48000.0,9625.0,false,"",0,farming_village,1,6,5000.0,workers
kashigarh,dakshina_kosala,SRG,rural_settlement,cotton,160940.0,22240.000000000004,false,"",0,"",0,0,0.0,""
jerez_de_la_frontera,cadiz_province,CAS,town,horses,101520.0,15008.0,false,"",0,"",0,0,0.0,""
oparino,orlov_province,VYT,rural_settlement,fur,14100.0,5613.0,false,forest_village,1,"",0,0,0.0,""
kisiju,lower_rufiji_province,ZAN,rural_settlement,cotton,45100.0,23881.0,false,"",0,"",0,0,0.0,""
vastseliina,tartu_province,BID,rural_settlement,beeswax,36100.0,6346.0,false,"",0,farming_village,3,4,15000.0,workers
kumai,sampit_province,TJP,rural_settlement,fish,39500.0,1996.0,false,fishing_village,1,"",0,0,0.0,""
hazro,diyarbekir_province,HZR,rural_settlement,clay,97420.0,15742.0,false,clay_pit,1,"",0,0,0.0,""
megri,mugla_province,MEN,rural_settlement,lumber,57810.0,10493.0,false,lumber_mill,2,"",0,0,0.0,""
