location_tag,population_capacity
basna,330
basra,115
basra_al_hamra,162
bassa,178
bassano,255
bassein,813
bastak,66
bastam,74
bastar,228
basti,2077
bastia,109
bastogne,246
basud,53
bata,107
batagai,11
batala,703
batamay,11
batan,76
batanabo,88
batanes,12
batang,173
batang_tabir,103
batang_tebo,111
batang_tembesi,101
bataung,245
batchawana,57
batchingou,156
bateke_kongo,241
batete,566
batey,262
bath,284
bathahalak,286
bathinda,1858
batlagundu,787
battambang,205
battara,167
batu,31
batubenge,251
batuco,186
batumi,75
batyr,11
batyrevo,70
bauchi,543
baud,1249
baudo,87
bauge,338
baume,275
baurang,444
baure,285
bauru,178
bauska,34
bautzen,280
bauzi,155
bavanat,15
bavaria_regen,209
bavaro,28
baviko,336
bavly,78
bawean,25
bawika,152
bawku,239
baxian,478
bay,46
bayali,212
bayambang,62
bayamo,64
bayan,213
bayan_har,27
bayan_susu,162
bayan_tumen,313
bayan_ula,253
bayana,637
bayanaul,464
bayanday,386
bayangol,37
bayankhot,340
bayannur,151
bayannurhong,13
bayantsagaan,283
bayaquitiri,76
bayat,65
bayazit,40
bayburt,151
baydibek_ata,80
bayei,365
bayeux,245
bayhan,10
baykalovo,116
baykit,11
baynoa,43
bayombe,179
bayonne,148
bayono,129
bayramic,108
bayramlu,176
bayreuth,75
baytak,244
bayul,11
bayyu,662
baza,188
bazarny_syzgan,62
bazas,362
bazer_sakhra,44
bazhai,108
bazhai_duyun,116
bazin,206
bazman,16
bealanana,222
beami,110
beanka,202
beatton,85
beaugency,191
beaujeu,251
beaumont_au_maine,236
beaune,162
beaupreau,229
beauvais,208
beauvoir,145
beaver,22
beaverhead,99
becaguimec,103
bechar,74
bechyne,157
bedale,176
beden,95
bedford,173
bedia,58
bednur,325
beer_dun,258
beersheba,107
beeskow,93
beesowuunenno,128
befandriana,102
begho,194
begoml,36
behabad,49
behali,227
behbahan,79
beichlingen,122
beihai,355
beiliu,216
beilngries,69
beirut,610
beishe,385
beisheng,66
beius,76
beja,70
beja_TUN,162
bejaad,377
bejaia,68
bejar,69
bekarlar,111
bekes,117
beket_ata,26
beki,52
bela,22
belabo,1114
belaga,81
belalcazar,102
belang,65
belau,13
belaya_glina,92
belaya_kalitva,91
belaya_soroka,50
belayan,117
belchite,152
belcoo,56
beledweyne,292
belekes,119
belen_ana,31
beleuli,39
belfast,51
belfort,271
belgaum,747
belgorod,72
belgrad,126
belik,39
belin,232
beljamen,98
belkhandi,727
bellac,122
bellari,754
belle_isle,51
belleme,202
belley,300
bellinzona,64
belluno,113
belmonte,80
beloe,50
belogorye,12
beloozero,46
belorechensk,69
beloretsk,224
belozerye,146
belur,518
bely,42
belya,19
belye_kresty,30
belyov,48
belz,105
belzig,61
bemanevika,142
bembe_buyu,431
bembe_kongo,82
bemetara,266
bemidji,165
benabarre,129
benauges,369
benavente,125
bendi,112
benesov,173
benevento,85
benewah,189
benfeld,438
beng_mealea,93
bengalon,91
benghazi,105
bengkalis,70
bengkulu,66
bengmara,420
bengoala,193
bengy,225
beni_sabih,23
beni_suef,1
benin,358
bensheim,171
bent,15
bentheim,59
beohari,742
beqa_lagoon,12
bera,201
berat,147
berato,75
berbak,84
berbela,154
berber,46
berbera,118
berbice,147
berceto,128
berchtesgaden,101
berdiansk,78
berdigestyakh,11
berdsk,354
berdychiv,60
berdyuzhye,259
beregovo,57
berelekh,11
bereschany,68
berestyn,82
berezhnovka,77
berezhnyany,30
bereznehuvate,69
bereznik,27
berezovets,23
berezovka,11
berg,10
berga,255
bergama,232
bergamo,284
bergen,20
bergen_zoom,135
bergerac,262
bergheim,282
berlanga,49
berleburg,201
berlin,136
bermuda,11
bern,186
bernay,197
bernburg,187
bernovo,43
beroun,342
berriane,53
bersenbruck,43
bershad,70
bershty,36
bertoua,450
beruas,124
berune,86
berwick,66
beryozovka,73
beryozovo,11
beryozovskoye,37
besalampy,251
besalu,207
besancon,108
beshbalik,108
besima,18
besni,119
besteiros,156
bestyakh,11
betanzos,237
beteta,119
bethune,294
betroka,271
betsiamites,36
bettiah,2397
beya,174
beyarjomand,47
beyla,347
beylagan,129
beypazari,108
beysehir,61
beyza,65
bezhanitsy,44
beziers,364
bezopasnoye,105
bhadohi,1996
bhadrachalam,397
bhadrak,768
bhagalpur,2235
bhakkar,309
bhalki,539
bhanpura,523
bhanvad,467
bharatpur,609
bhatkal,171
bhatnir,535
bhatta,983
bhavani,1905
bhera,314
bhilsa,815
bhilwara,851
bhimber,446
bhind,1224
bhojpur,1043
bhongir,727
bhopal,812
bhuban,803
bhurwara,1652
bi_pi,439
bia_mbya,273
biak,64
biala_podlaska,114
biala_rawska,100
bialobork,80
bialogard,54
bian_marind,41
bibbulman,90
biberach,87
bibirevo,44
bida,196
bidai,204
bidanku,283
bidar,561
bideford,207
bidjara,354
bidungu,96
bidwell,201
bidzhan,314
biecz,123
bielefeld,372
biella,154
bielsk_podlaski,77
bielska_sloboda,86
bielsko,421
bienne,261
bife,188
biga,89
bigadic,217
bigambul,293
bigan,81
biger,113
bigo_bya_mugenyi,369
bih,14
bihac,119
bihar,127
bihar_sharif,2463
bihariganj,2927
bii,155
bijagarh,1185
bijapur,802
bijar,105
bijni,501
bijnot,341
bikini_atoll,11
bikinka,157
bikoro,161
bikrampur,1177
bila,233
bila_tserkva,56
bilah,113
bilanga,152
bilasuvar,52
bilbao,231
bilbeis,2
bilecik,176
bilghah,11
bilgram,2478
bilinara,600
billingham,67
bilma,11
bilo,97
bilokorovychi,40
bilovodsk,86
biloxi,128
bilyar,107
bima,79
bimbia,147
bimbilla,143
binalatongan,61
binalbagan,81
binandere,94
binangonan,35
binawangan,50
binayakpur,1361
binchuan,66
bindal,141
binder,196
bindjali,115
bingin,105
bingol,65
binh_lam,21
binh_nguyen,55
binmatshua,134
bintang,47
biobio,194
bir,1322
bir_al_qurr,11
bir_amur,305
bir_el_alter,124
bir_fajr,39
bir_ibn_hermas,21
bira,213
birali,14
biram,600
birampur,732
birao,953
birch_creek,17
birches,84
birecik,104
birgi,262
biria,191
biripi,183
biriri,190
birjand,33
birkala,34
birkenfeld,102
birma,295
birmingham,219
birndal,8
birni_ader,150
birni_lalle,240
birni_nkonni,189
birnin_gwari,386
birnin_kebbi,229
birnin_kudu,266
birnin_zamfara,292
birpara,1728
biru,15
birugarh,1465
biryusa,461
birzai,44
bisa,148
bischofshofen,143
bisert,110
bishan,497
bishnupur,1646
bishreit,298
biskra,77
bislig,62
bisotun,142
bissagos,28
bissam_cuttack,557
bissau,132
bistrita,64
biswan,1745
bitburg,108
bitche,140
bitki,33
bitlis,69
bitola,91
bitov,174
bitterfeld,158
bitterroot,130
bitti,86
bitur,47
biu,250
bivona,193
biyang,485
biysk,307
bizerte,23
bizhbulyak,98
bjelovar,211
bjni,85
bjorneborg,35
bkwejanong,73
bla,174
blackburn,192
blackwater,46
blagodarnoye,102
blain,295
bland,39
blankenburg,137
bled,97
bledsoe,64
blois,161
blonduos,9
bludenz,62
bo_hai_khau,216
boa_ogoi,69
boa_vista,11
boai,62
boala,243
boalemo,55
boali,718
boanawari,152
boandik,241
boas,135
bobai,177
bobaka,170
bobangi,177
bobbili,635
bobbio,125
bobole,226
bobolice,48
bobr,40
bocaiuva,205
bocaiuva_do_sul,157
bocheikovo,41
bochuan,293
bochum,279
bocto,210
bodaybo,11
bodbe,167
bodebyn,16
bodmin,230
bodo,10
bodonch,35
bodonitsa,13
bodou_sailay,103
bodrog,129
bodrum,35
boduna,1038
boe,404
boeny,122
bogatoye,110
bogatye_saby,95
bogazliyan,117
bogd,26
bogesund,44
bogiston,158
bogoroditsk,77
bogorodskoye,34
bogorodskoye_pereyaslavl,79
bogra,1030
boguchany,261
boguchar,86
bogue_chitto,89
bohai,264
bohan,203
bohio,34
bohorodchany,40
bohuslav,45
boi,642
boiaca,184
boiken,211
bojador,11
bojamba,330
bojano,123
bojaya,102
bojnord,72
boke,228
bokey,299
bokoni,179
bokoro,338
bokovskaya,72
bol_shaya_martynovka,74
bol_shoy_uran,126
bola,121
boldyzh,52
bole,283
bolekhiv,40
boleslawiec,151
bolgan_ana,14
bolghar,125
boli,296
bolikham,73
bolinao,52
bolkhov,53
bolkhuny,101
bolling,60
bolo,78
bolodek,25
bologna,309
bologoye,51
bolotnye,315
bolshaya_gribanovka,68
bolshaya_laptyuga,22
bolshaya_yakshanga,165
bolshevo,33
bolshie_krugovichi,20
bolshoy_balyk,56
bolshoy_cheremshan,56
bolshoy_gashun,114
bolshoy_ik,110
bolshoy_uluy,287
bolshoy_yugan,58
bolshoye_boldino,63
bolshoye_murashkino,37
bolshoye_selo,52
bolu,126
boluo,625
boluohe,49
bolvadin,23
bolzano,234
boma,177
bombay,521
bombwi,193
bomdila,36
bomokandi,848
bomoping,189
bonaigarh,438
bonanza,64
bondari,90
bondelswarts,11
bondo,140
bondoukou,335
bone,82
bong_son,116
bonga,188
bongao,25
bonghwa,41
bongju,183
bongor,327
bonifacio,47
bonn,281
bonndorf,193
bonny,682
bono_manso,77
boojwiikwedong,146
bookabie,134
bool,55
boon_wurrung,159
boontsagaan,34
boorj,316
boowe,203
bopolu,171
bor,678
bor_tur,126
bor_volgo,40
borac,96
borazjan,69
borborud,53
bordeaux,217
bordj_bou_arreridj,93
bordowa,665
bore,133
borenta,11
borg,33
borgarnes,78
borgloon,358
borgund,20
borisogleb,43
borisoglebsk,78
bormio,17
bornuur,276
borobudur,546
boromo,176
borongan,69
boronuk,11
boror,291
bororos,758
borovichi,58
borovsk,48
borsod,154
bortala,290
boruca,175
borujen,30
borujerd,53
borulakh,11
boruma,189
borun,177
boruy,138
boryeong,141
boryspil,43
bosa,60
bosa_colombia,206
bosaso,11
boseong,75
boseongbu,29
boshruyeh,33
bosobolo,1036
bosra,77
bossa,307
bost,40
bosten,26
boston,187
bosutswe,286
bosworth,297
botkul,179
botolan,61
botou,168
botucatu,123
bou_hajla,269
bou_saada,137
bouake,331
bouar,393
boubon,190
bouillon,144
bouira,242
boulaouane,165
boulogne_sur_mer,293
boumalne_dades,54
bouna,276
boundiali,307
bourbon,164
bourem,15
bourg_en_bresse,144
bourganeuf,156
bourges,123
boussac,155
bousso,367
boussouma,267
boutti,92
bovino,175
boxing,248
boya,40
boyabat,262
boyauli,261
boye,108
boyena_qara,87
boynak,69
bozan,98
bozhenitsa,75
bozhou,250
bozok,144
bozok_astana,386
brac,24
bracciano,959
braga,217
braganca,53
bragernes,65
brahestad,11
brahin,44
brahmapur,462
braiakalung,151
braila,57
braine,90
brak,11
bramas,56
bramhapuri,906
brandenburg,57
brandenburg_prussia,31
branicevo,160
branko,284
branna,15
brashk,74
braslaw,40
brasov,87
brass,276
brataulung,128
bratislava,437
bratsk,393
bratslav,93
brattahlid,11
braunau,160
brecknock,105
breda,336
bredasdorp,43
bree,145
bregenz,123
bregne,53
bremen,95
bremervorde,54
breno,245
brescia,287
brest,213
brest_litowsk,44
breteuil,179
brezina,79
bria,1935
briancon,38
bridger,164
bridlington,165
brie_comte_robert,207
brienne,53
brig,38
brignoles,189
brihuega,92
brilon,258
brin_navolok,11
brindisi,143
brioude,220
bristol,305
briviesca,151
brixen,64
brno,308
broach,579
brodnica,41
brody,73
brody_tver,24
brokhovo,11
bronnitsa,41
bronnitsy,132
brosse,143
brotas,125
broyes,180
brozas,131
brskovo,61
bruchsal,134
bruck_leitha,351
bruckenau,82
bruges,119
bruneck,109
brunswick,74
brussels,669
brvenik,85
bryanka,20
bryansk,46
bryante,34
bryukhovetskaya,68
brzeg,64
brzeznica,167
buale,381
buali,33
buandig,159
buantan,62
buassa,170
buaxaxxaashe,109
buayan,51
buchach,46
buchan,149
bucharest,222
buchen,134
buchu,108
buckeburg,191
buckingham,141
buda,216
budaun,1532
buddahatchie,121
buddu,242
budejovice,115
budimlja,88
budingen,157
budjanga,184
buenaventura,58
buga,135
buganda,539
bugara,258
bugat,109
bugulma,72
bugur,28
buguruslan,91
buha,114
buhoodle,120
builoo,294
builth,74
buinovichi,44
buir_nuur,274
buitrago_de_lozoya,166
buiunda,11
bujang,289
buk,92
buka,15
bukachacha,19
bukan,72
bukawa,43
bukcheong,175
bukelon,87
bukhara,54
buki,18
bukino,226
bukiyip,117
bukov,103
buksunda,11
bul_bukhta,11
bula,85
bula_kongo,300
bulakan,63
bulamu,132
bulava,18
bulbancha,126
buleda,12
bulgan,37
bulik,119
buljigu,271
buluan,64
buluguda,161
bulun,11
buluranriding,90
bumbe,91
bumbuli,356
bumbuzi,358
bumi_ayu,82
bumthang,11
bunce_island,68
bundi,903
bundjalung,149
bungabali,75
bungi,69
bungku,93
bungu,439
bungu_kongo,241
bunji,42
bunol,268
bunratty,64
bunuba,444
bunut,107
buor_yuryakh,11
buotama,11
bur_nepa,11
bura,74
burao,102
burara,126
buraydah,76
burayevo,67
burchmullo,80
burdekin,281
burdur,111
burebasaga,153
bureen,164
buren,211
buren_khem,297
burg,184
burga,43
burgas,22
burgdorf,44
burgdorf_emmental,247
burghausen,108
burglengenfeld,79
burgo_de_osma,75
burgos,136
burhanpur,541
buri,11
buriari,12
burica,36
buriram,87
buriti,656
burkand_ya,11
burkhaia,11
burqin,269
burra_burra,133
burraq,140
burrishoole,39
burrum,145
bursa,254
bursol,245
burugardi,175
burunda,58
burunge,361
buruwai,50
bury,130
buryeong,74
buryn,66
busal,377
busayrah,52
buse,36
busiyn,15
busk,56
buskegau,77
busko_zdroj,103
busoga,1426
bussa,122
busuanga,41
buta_ranquil,507
butalin,154
butaritari_atoll,11
buteha,339
butha_buthe,209
buthelezi,154
butrint,33
butuan,69
butung,69
buturlinovka,91
butyrskoe,279
butzow,59
buur_hakaba,235
buur_heybe,100
buwat,22
buxar,2339
buy,73
buzanga,414
buzau,103
buzet,29
buzhskyi,62
buzikkala,16
buzuluk,103
bwambe,69
byadi,11
byanye,11
byas_kyuyol,11
bydgoszcz,149
byerazino,42
bygdea,11
bykhaw,35
bykovo,104
byrakan,11
byske,11
bysyttakh,11
bytom,179
bytow,36
byuteydyakh,11
bzhedygu_kal,58
bzou,144
caba_wakpa,166
cabadbaran,30
cabias,189
cabimas,180
cabinda_kongo,79
cabo_corso,275
cabo_formoso,295
cabo_verde,71
cacalotito,127
cacapava,231
cacapon,22
cacaxtles,136
cacequi,208
caceres,99
cachamay,350
cacheu,78
cachopostales,208
caconda,144
cadegomo,77
cadereyta,582
cadiz,174
caen,236
caerphilly,63
caete,1904
caete_brasil,69
caftacha,140
cagliari,155
caguan,415
caguatl,11
cahama,226
cahay,80
cahe,193
cahenda,118
cahiague,26
cahokia,161
cahors,272
cahuachi,178
cahul,67
caiapo,178
caico,1187
cairiani,115
cairo,2
cairo_montenotte,135
cais,346
caisaboscai,27
caka,29
cakovec,99
calabar,170
calafat,113
calahorra,152
calais,63
calamarca,38
calamari,131
calang,66
calatanazor,107
calatayud,118
calatrava,107
calau,72
calbe,160
calcasieu,226
calfuleufu,447
calicua,116
calicuas,127
calkini,128
callamaco,74
callapa,80
calli,54
caloosahatchee,140
caloto,184
calpista,117
caltagirone,368
caltanisetta,214
calumbo,91
calvas,67
calvi,69
calw,105
caly,351
cam_hoa,43
camacota,190
camaguey,94
camana,113
camanducaia,62
camapua,334
camarag,72
camataqui,146
cambrai,385
cambridge,105
camel_duahi,171
camerino,354
cameroons,186
caminigas,122
camp_po_thit,172
campagna,395
campanha,89
campin,27
campinas,70
campo_mourao,338
campulung_moldovenesc,79
campulung_muscel,62
camusu_aike,150
can,157
canadaigua,80
canajoharie,57
canakkale,68
cananeia,78
canasoga,49
canastra,509
canatlan,99
candia,79
candir,113
candir_cil,35
canela_apanyekra,283
canela_ramkokamekra,282
canete,91
cangas,273
cangochamba,143
cangucu,114
cangwu,163
cangxi,556
canhewincasta,148
cania,76
caniapiscau,11
caniche,80
caninde,736
canindeyu,256
caniqaq,27
cankiri,108
canoochee,90
canossa,210
canso,44
cantagalo,403
cantamarca,86
cantavieja,116
canterbury,220
cantilan,60
cantona,196
cantung,94
cantwell,11
canuba_wakpa,173
caoni,92
caopacho,49
capachequi,102
capao_bonito,73
caparo,147
capatarida,179
cape_mount,118
cape_race,72
cape_spear,40
capimitchigama,95
capino,153
capoque,48
capotigamau,43
captina,116
caqueza,178
car_nicobar,15
caracal,110
caracas,311
caracuaro,364
caraga,76
caraja,330
caran,144
carangas,115
caransebes,41
carapachay,187
caraquet,35
carasova,116
caratinga,116
caratunk,100
caravaca,201
caravelas,187
caraveli,43
carbery,54
carcassonne,200
cardiff,45
cardigan,85
cardona,224
carei,99
careta,42
carhaix,357
caribaro,74
cariboo,24
carijo,123
carinena,97
carlisle,96
carlow,90
carmacks,140
carmagnola,137
carmarthen,129
carmona,224
carnarvon,71
caroni,372
carora,259
carpio,152
carrickbeg,69
carrickfergus,49
carrickmacross,47
carrion_de_los_condes,87
cartagena,78
carteret_atoll,11
caru,135
carucairi,42
casale,223
casalmaggiore,99
casamance,67
cascapedia,47
casco,46
caserta,481
cashel,44
casiguran,75
casiste,84
caslav,178
caspe,113
casqui,162
cassano,86
cassel,316
castelfranco,240
castellane,80
castellaun,140
castellon_ampurias,154
castellon_de_la_plana,137
castelnau_de_medoc,154
castelnaudary,163
castelo_branco,126
castelsardo,48
castlebar,103
castleconnell,76
castlereagh,86
castres,207
castrocalbon,94
castrojeriz,96
castropol,150
castrovillari,152
cat_tien,120
cataguas,95
cataguases,292
catahoula,131
catak,33
catalca,376
catalte,172
catan_lil,266
catania,487
catanzaro,235
cataraqui,42
catarman,61
catatumbo,190
catawba,79
catchacoma,45
cateel,60
catios,181
catoctin,41
cattaraugus,91
catucto,24
cauitaome,152
cauouatstacau,32
caupolican,125
cauquen,134
caurakawin,473
cauroma,119
causapscal,51
caux,85
cavalese,53
cavan,43
cawachagamite,44
cawassiemica,42
caxa,86
caxanga,688
caxitlan,245
caxud,44
cayacoa,143
cayaguayo,74
cayapo,360
cayas,190
caycos,30
cayenne,59
cayguani,70
cayubaba,202
cayuvava,230
cazombo,177
cazorla,214
ccantumarcani,95
ce_eiinox,96
ce_vaq,11
ceduna,232
ceeldheer,161
ceepee,217
cefalu,330
cegani,76
ceheng,209
ceibal,109
celano,27
celje,85
celle,54
celtik,76
cemar,18
cemisgezek,56
cempaga,131
cempoala,116
cemuhi,53
ceneda,179
cengtai,112
cenrana,83
central_dahalo,258
central_meetto,566
central_sabaneque,68
cenxi,203
cephalonia,26
cercy,167
cerkes,94
cermik,102
cernauti,70
cernavoda,58
cerocahui,132
cerskey,11
cervera,110
cerwecerna,225
cesena,227
cesis,25
cesme,47
cess,138
cestos,142
cetatea_alba,77
cetatea_balta,96
cetatea_tetina,71
cetateni,99
ceuta,99
ceva,127
chabanais,251
chabcha,138
chacayacu,97
chacchoben,58
chach,441
chachersk,46
chactemal,31
chadileuvu,573
chadobets,45
chagai,15
chagannur,456
chagda,11
chaghankhot,542
chagu,222
chaguate,194
chahar,162
chai,1168
chai_nat,225
chaibasa,878
chain_chaitun,139
chainouqua,58
chainpur,211
chaira,392
chaisri,262
chaiturgarh,304
chaiya,62
chaiyaphum,101
chak,158
chakadee_wakpa,212
chakan,923
chakan_putum,146
chakan_yucatan,100
chakanbakan,118
chakangrao,145
chakaria,534
chake,188
chakma,130
chakola,11
chakota,212
chakwal,746
chala,230
chala_at,94
chalahume,41
chalancon,211
chalandritsa,66
chalbukhan,11
chalchuapa,98
chalco,585
chalin,232
chaling,333
chalkyitsik,11
challwanqa,126
chalninsky_pochinok,63
chalon_sur_saone,203
chalons_champagne,128
chalten,418
chalus,82
cham,80
chama,193
chama_venezuela,126
chaman,88
chamba,100
chamba_india,270
chambargonda,678
chambery,213
chambeta,11
chambon,97
chamcha,11
chamchamal,82
chamcook,45
chamdo,14
chamo,191
champaner,600
champasak,121
champavati,524
chamuhongo,238
chamzinka,82
chan_bo,316
chan_chan,250
chana,161
chanaral,26
chancay,211
chanchacc,145
chanderi,946
chandor,1304
chandpur,1516
chandpur_garhi,511
chandpur_uttar_pradesh,1259
chandrabad,2215
chandrakona,1661
chandrapur,456
chandravati,456
chandrawip,900
chandwar,2460
changan,286
changchun,886
changge,163
changguo,184
changhua,515
changle,504
changle_fujian,61
changle_xunzhou,386
changli,357
changlin,217
changning,365
changning_anyuan,189
changning_changning,257
changping,181
changqing,407
changsha,387
changshan,232
changshe,268
changshi,383
changshou_changshou,311
changshou_pingjiang,295
changshu,516
changtai,142
changtan,129
changting,279
changxing,111
changyang,538
changyi,270
changyuan,259
chania,68
channan_pir,310
chanshayapi,241
chao,141
chao_de_couce,259
chaocheng,178
chaoxian,269
chaoyang,382
chapaleufu,648
chapallan,251
chapeco,335
chara,11
charagua,309
charaideo,365
charang,11
charasa,211
charchan,24
charef,92
chariguriqua,121
charikar,355
chariton,237
charka,96
charkamak,196
charklik,15
charolles,249
charonda,118
charouine,11
charquis,175
charroux,156
charrua,396
chartres,143
charumani,232
charyn,130
chastoozerye,184
chastye,71
chatahoochee,81
chatanugi,23
chatata,109
chateau_chinon,145
chateau_du_loir,172
chateau_gontier,313
chateau_porcien,266
chateau_thierry,252
chateaubriant,338
chateaudun,169
chateaulin,203
chateauneuf_de_randon,192
chateauroux,173
chatelaudren,209
chatellerault,164
chatillon_sur_indre,150
chatillon_sur_seine,189
chatillonaos,38
chatot,114
chatra,883
chattarawa,106
chatuza,89
chatyun,61
chaucalana,109
chauchu_trail1,11
chauchu_trail2,11
chauchu_trail3,11
chaudandi,572
chaughera,431
chaul,467
chaumont,131
chaumont_vexin,239
chaun,11
chauragarh,785
chavand,403
chaves,81
chavin,92
chavusy,56
chawasha,159
chawchila,153
chay,11
chaydakh,11
chayopin,158
chayrama,56
chayygda,11
cheb,114
chebarkul,213
chebba,110
chebogue,51
cheboksary,67
cheboygan,140
checagou,131
chedzurgwe,157
cheffia,86
chegem,38
chehalis,120
chehl_dokhtaran,22
cheke_holo,25
chekmagush,107
chekurovka,11
chelan,196
chelm,98
chelmno,106
chelmsford,137
chelmuzhi,29
cheltenham,223
chelva,254
chelyaba,360
chemal,11
chembar,126
chemnitz,240
chena,50
chengbu,212
chengcheng,149
chengdu,290
chengfu,355
chenggong,20
chenggu,53
chengji,127
chengmai,442
chengshan,138
chengwu,208
chengxiang,469
chengzhou,82
chenini,20
chennur,881
chenoka,112
chenqing,174
chenxi,394
chenyang,447
cheonan,155
cheongju,166
cheongsong,103
chepes,168
cheplak,132
chepo,78
chepoussa,166
chequamegon,132
cherbourg,225
cherchell,242
chercher,132
cherdakly,68
cherdyn,132
cheremkhovo,273
cherepoves,38
cheresig,106
cherfe,129
cheringoma,104
cheriumche,11
cherkasy,49
cherkekh,11
cherlak,482
chernaya,60
chernihiv,64
chernyanka,81
chernyany,38
chernyye_zemli,163
cheroenhaka,68
cherohenaka_nc,91
chertanla,94
chertkovo,83
cherven,161
chervyen,45
chesapeake,45
cheslattat_en,125
chesnokovka,284
chester,152
chesterfield,199
chestowee,31
chet_irgiz,75
cheticamp,45
chetilla,215
chewalla,131
chewaucan,184
chezdi_osorheiu,40
chhaparagarh,1265
chhatarpur,458
chhaya,476
chhmuoh_thmei,577
chi_la,65
chiaha,44
chiametlan,121
chiang_dao,117
chiang_khan,78
chiang_khong,103
chiang_mai,112
chiang_rai,98
chiang_saen,85
chianouske,138
chiautla,874
chiavenna,19
chiba,312
chibango,234
chibemba,209
chibougamau,43
chibuene,310
chibvumani,267
chibwe,36
chicagon,137
chical_co,978
chicamacomico,63
chicaquicha,40
chicchoc,38
chichaoua,86
chichawatni,334
chichen_itza,408
chichester,216
chichibu,87
chichitames,419
chicksawhe,115
chicobi,83
chicora,76
chicoutimi,38
chidkhu,98
chieri,224
chieti,197
chignecto,61
chignik,11
chigoubiche,54
chiisagata,190
chijin,96
chikaskia,287
chikchar,11
chikhan_agui,11
chikowa,157
chikwanda,355
chilapa,119
chilas,79
chilca,85
chilchi,11
chilga,524
chilia,81
chilkootg_trail,21
chillan,165
chillupar,1619
chiloango,154
chiluane,357
chilwe,182
chimalapan,319
chimay,263
chimgi_tura,185
chimu,85
chimuande,69
chinabajul,197
chinaitih,100
chinali,189
chinantlan,196
chinchaga,109
chinchay,136
chinchilla,96
chinchon,198
chinda,160
chindre,134
chine,136
chingetti,11
chinggil,110
