location_tag,area_km2,capacity_people_p10,capacity_people_p50,capacity_people_p90,people_per_km2,crop_capacity_people,livestock_capacity_people,marine_capacity_people,freshwater_capacity_people,wild_capacity_people,apiary_capacity_people,rainfed_crop_capacity_people,irrigation_increment_capacity_people,tsetse_livestock_capacity_loss_people,cool_cereals_capacity_people,warm_cereals_capacity_people,wet_rice_capacity_people,maize_capacity_people,roots_tubers_capacity_people,tropical_perennials_capacity_people,feasible_cultivated_fraction,food_system,external_crop_source_coverage,normalized_capacity,model_version,source_manifest_hash
aconca_hue,4224.995205,20776,30553,42162,7.231378,0,30215,0,0,308,30,0,0,0,0,0,0,0,0,0,0.115200,maize+white_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aconchi,3013.170145,55271,81281,112168,26.975205,75614,5345,0,0,241,81,75614,0,0,0,0,0,58551,17063,0,0.236500,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aconquija,7031.491022,280985,413213,570234,58.766058,393701,9017,0,9772,536,187,378558,15142,0,0,0,0,316834,76866,0,0.236500,maize+sweet_potato,1.000000,14,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
acoroazes,30928.391540,2486550,3656691,5046234,118.230889,3545453,96842,0,14396,0,0,3258689,286765,0,0,0,0,2762453,783000,0,0.518400,maize+sweet_potato,1.000000,100,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
acqui,767.154090,13223,19445,26835,25.347415,17832,1468,0,0,122,23,17832,0,0,17832,0,0,0,0,0,0.236500,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
acre,1394.004647,71043,104474,144175,74.945558,89237,3080,12074,0,67,16,86470,2767,0,24245,64992,0,0,0,0,0.396000,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
acroas,22524.995217,975837,1435055,1980376,63.709453,1404079,18364,0,9060,3069,483,1290514,113565,0,0,0,0,0,1404079,0,0.309600,cassava,1.000000,49,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
acteon,255.853419,7971,14492,22462,56.641186,2028,333,12009,0,106,16,1965,63,0,0,0,0,0,416,1612,0.077400,banana+sweet_potato,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
acuera,3715.649952,287102,422209,582649,113.630043,405294,6667,0,10078,142,30,359303,45991,0,0,0,0,93564,311730,0,0.396000,cassava+maize,1.000000,15,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ad_dawasir,6730.596068,2152,3291,4653,0.488891,1083,1838,0,0,179,190,1083,0,0,0,0,0,0,1083,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ad_dilam,3940.485686,1597,2442,3454,0.619826,1149,1076,0,0,107,111,1149,0,0,0,0,0,0,1149,0,0.025800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ad_disah,2772.899192,625,918,1268,0.331236,0,757,0,0,80,81,0,0,0,0,0,0,0,0,0,0.025800,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ad_dughmiyah,4047.897187,1567,2396,3388,0.591963,1064,1105,0,0,112,115,1064,0,0,0,0,0,0,1064,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adachi,383.550108,11916,17523,24182,45.686474,16685,765,0,0,60,13,16685,0,0,12652,4033,0,0,0,0,0.209000,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adachi_kanto,331.190452,22197,32642,45046,98.559731,31183,1459,0,0,0,0,31183,0,0,23396,0,7788,0,0,0,0.518400,barley+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adakli,2313.860760,9641,14178,19566,6.127596,9060,4848,0,0,229,42,9060,0,0,7216,1845,0,0,0,0,0.032000,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adalaga,3081.525844,167341,246090,339605,79.859869,234192,6215,0,5494,154,35,215250,18942,0,59981,174211,0,0,0,0,0.396000,foxtail_millet+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adan,1521.048329,9111,13932,19700,9.159362,841,415,12590,0,44,42,815,26,0,0,0,0,0,841,0,0.043200,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adana,2864.485087,208253,306255,422632,106.914491,279318,4530,17091,5304,6,6,249391,29927,0,202460,76858,0,0,0,0,0.533600,wheat+sorghum,1.000000,11,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adanki,2433.675234,85651,125958,173822,51.756239,121223,4627,0,0,82,26,121223,0,0,0,94759,0,0,26464,0,0.396000,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adare,1078.299193,19905,29272,40395,27.146353,16470,2063,10680,0,50,9,15959,511,0,16470,0,0,0,0,0,0.420000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
addu_atoll,3717.168959,45244,69180,97820,18.610912,19855,4843,42681,0,1571,231,19240,616,0,0,0,0,0,19855,0,0.077400,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adena,4855.830604,291501,428678,591576,88.281157,410649,11080,0,6158,658,133,377435,33214,0,0,0,0,410649,0,0,0.236500,maize,1.000000,15,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adeqiu,3252.877337,8973,13196,18211,4.056794,0,6561,0,5638,806,191,0,0,0,0,0,0,0,0,0,0.088000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aderbissinat,23399.117320,69186,105789,149585,4.521055,41008,48663,0,14752,1050,317,37691,3317,0,0,0,0,0,41008,0,0.144000,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adham,3156.913016,6078,9293,13141,2.943762,2459,6565,0,0,212,57,2459,0,0,0,1973,0,0,486,0,0.032000,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adigrat,7290.316108,58494,86020,118708,11.799242,70308,15161,0,0,435,116,70308,0,0,0,70308,0,0,0,0,0.086000,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adilabad,2471.359678,42459,64922,91799,26.269681,57076,1717,0,4943,1134,52,52460,4616,0,0,44688,0,0,12389,0,0.146200,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adirondacks,2346.969079,4965,7302,10076,3.111141,3619,2522,0,0,1013,148,3619,0,0,0,0,0,3619,0,0,0.068800,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adixoodagoorahareesh,7633.150315,95153,139931,193105,18.332044,114656,15992,0,8520,639,124,105383,9274,0,0,0,0,114656,0,0,0.076000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adjud,967.708049,49433,72696,100320,75.121692,68247,1040,0,3175,201,33,62727,5520,0,51829,16418,0,0,0,0,0.309600,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adlur,1887.431158,95730,140780,194276,74.588059,131915,4512,0,4250,82,21,121246,10670,0,0,104338,0,0,27577,0,0.396000,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ado_ekiti,2618.296782,54129,79602,109851,30.402179,73434,653,0,4344,1124,47,67494,5939,902,0,0,54889,0,18545,0,0.146200,rice_wet+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adoni,3024.360724,16559,25319,35802,8.371833,13391,6290,0,5444,154,41,12307,1083,0,0,10335,0,0,3056,0,0.144000,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adony,1579.600477,152022,223562,308516,141.530889,217939,1658,0,3965,0,0,200312,17627,0,55911,162028,0,0,0,0,0.662400,foxtail_millet+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adra,440.628364,8074,11873,16385,26.945904,3124,1742,7007,0,0,0,3027,97,0,2292,832,0,0,0,0,0.309600,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adrada,937.666069,25328,37246,51400,39.722563,35020,2064,0,0,134,28,35020,0,0,28885,6136,0,0,0,0,0.236500,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adranos,1859.923483,68282,100414,138571,53.988286,87540,1896,0,10224,664,92,77606,9934,0,65184,22356,0,0,0,0,0.184900,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adrar,9706.051493,2188,3218,4440,0.331500,0,2650,0,0,284,283,0,0,0,0,0,0,0,0,0,0.043200,barley+pearl_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adraskan,4120.812967,1694,2492,3438,0.604632,1073,1133,0,0,167,119,1073,0,0,1073,0,0,0,0,0,0.009600,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adshusheer,3201.133493,220081,323649,446635,101.104421,314468,3678,0,4762,646,93,289033,25435,0,0,0,0,249205,65263,0,0.309600,maize+sweet_potato,1.000000,11,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aduma,17084.621745,371953,546990,754847,32.016537,531558,3046,0,7720,4489,178,488565,42994,4206,0,0,0,0,99752,431806,0.244800,banana+yam,1.000000,19,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adwa,3726.039992,28280,43242,61144,11.605233,35087,7806,0,0,289,59,35087,0,0,25388,9699,0,0,0,0,0.086000,barley+foxtail_millet,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adyukh,3547.740902,209414,307962,424988,86.805199,282841,19242,0,5878,0,0,259965,22877,0,224045,58797,0,0,0,0,0.309600,barley+foxtail_millet,1.000000,11,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adyumba,16015.579859,428278,629820,869152,39.325470,586647,0,26500,8165,8198,310,523792,62855,0,0,0,0,0,106359,480288,0.244800,banana+yam,1.000000,22,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
adzera,3439.111746,152099,223675,308671,65.038551,204074,15772,0,3829,0,0,187568,16506,0,0,0,0,0,0,204074,0.273600,banana,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aekyom,5992.424226,124273,190020,268688,31.709971,180536,2630,0,4785,2004,64,165933,14602,0,0,0,0,0,29211,151324,0.244800,banana+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aerzhai,34326.531101,94079,138351,190925,4.030447,65710,52411,0,17821,1850,558,60396,5315,0,10966,54745,0,0,0,0,0.076000,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afade,4912.435669,113521,173579,245441,35.334657,155493,18087,0,0,0,0,155493,0,0,0,155493,0,0,0,0,0.518400,sorghum,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afanasyevo,6821.474648,42800,62940,86858,9.226816,49878,3945,0,8066,818,234,45844,4034,0,49878,0,0,0,0,0,0.309600,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afif,2748.178450,1092,1669,2360,0.607377,761,750,0,0,81,78,761,0,0,0,0,0,0,761,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afikpo,4277.454106,126800,186470,257329,43.593719,178446,0,0,5268,2655,102,164013,14433,0,0,0,136428,0,42018,0,0.244800,rice_wet+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afmadow,18620.290886,131365,202880,288596,10.895620,121140,68556,0,13183,0,0,111342,9798,0,0,27641,0,0,93499,0,0.518400,taro+sorghum,0.750000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afrera,17804.412427,7798,11924,16860,0.669704,6062,4861,0,0,511,489,6062,0,0,0,0,0,0,6062,0,0.043200,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afrin,767.785802,27214,40021,55229,52.125224,38303,1671,0,0,39,9,38303,0,0,29717,8586,0,0,0,0,0.396000,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afsin,1515.246911,19378,28497,39326,18.806915,18565,9894,0,0,35,4,18565,0,0,4718,13847,0,0,0,0,0.115200,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
afso,2391.881606,28724,42241,58292,17.659969,32786,9455,0,0,0,0,32786,0,0,6138,26648,0,0,0,0,0.309600,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aga,13773.371399,274312,403400,556692,29.288387,317326,74705,0,11369,0,0,291660,25666,0,317326,0,0,0,0,0,0.309600,oats,1.000000,14,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agadem,17451.800078,7164,10953,15488,0.627638,5262,4765,0,0,447,479,5262,0,0,0,0,0,0,5262,0,0.043200,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agadez,30685.035182,9815,15007,21220,0.489070,4946,8378,0,0,815,868,4946,0,0,0,0,0,0,4946,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agadir,2232.121434,74233,109166,150649,48.906721,85801,8218,15146,0,0,0,83141,2661,0,18990,66811,0,0,0,0,0.518400,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agaes,4285.075839,570904,839565,1158600,195.927776,814073,20156,0,5336,0,0,726851,87222,0,0,0,0,618884,195189,0,0.420000,maize+cassava,1.000000,29,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agai_ticutta,3511.774329,9562,14061,19405,4.004064,0,7083,0,5850,922,206,0,0,0,0,0,0,0,0,0,0.236500,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agaidika,5079.537365,10648,15659,21610,3.082779,0,7467,0,6991,903,299,0,0,0,0,0,0,0,0,0,0.088000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agar,2387.125976,50319,76940,108794,32.231328,67474,5184,0,4166,94,23,62017,5457,0,0,10674,0,0,56800,0,0.396000,taro+sorghum,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agaro,5287.925554,94143,145394,206824,27.495548,130790,5347,0,7071,1929,258,120211,10579,0,0,97430,0,0,33359,0,0.184900,sorghum+taro,0.750000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agartala,2372.084178,85146,125215,172796,52.786844,121215,3897,0,0,86,17,121215,0,0,0,0,29305,0,0,91909,0.396000,banana+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agatsuma,875.792394,31193,45872,63304,52.378272,43984,1735,0,0,127,26,43984,0,0,34719,9265,0,0,0,0,0.236500,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agawa,368.603289,10628,15629,21568,42.400818,8531,498,6452,0,131,18,8266,265,0,1574,0,6957,0,0,0,0.184900,rice_wet+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agawa_superior,2469.789228,13528,19894,27454,8.054942,0,2653,15906,0,1158,176,0,0,0,0,0,0,0,0,0,0.163400,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agawam,1815.463407,14407,21187,29238,11.670359,14485,1950,0,4268,421,62,13314,1172,0,0,0,0,14485,0,0,0.309600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agayakan,7266.595615,4445,6537,9021,0.899550,0,4202,0,0,1816,519,0,0,0,0,0,0,0,0,0,0.184900,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agbonle,6258.793822,219842,323297,446151,51.654915,314662,8297,0,0,272,66,314662,0,6008,0,240036,0,0,74626,0,0.396000,sorghum+yam,1.000000,11,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agde,345.230448,24949,36690,50632,106.277044,29028,1402,6260,0,0,0,28128,900,0,21925,7103,0,0,0,0,0.518400,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agdez,2452.066252,6965,10243,14135,4.177106,0,5100,0,4924,171,47,0,0,0,0,0,0,0,0,0,0.086000,barley+pearl_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agen,1305.992007,90559,133175,183782,101.972559,124927,4595,0,3653,0,0,114822,10104,0,30780,94147,0,0,0,0,0.518400,foxtail_millet+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agh_qala,2087.101578,1266,1862,2569,0.892039,1326,418,0,0,58,59,1326,0,0,1326,0,0,0,0,0,0.022800,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agham_kot,4192.684910,10460,15994,22615,3.814688,7022,8719,0,0,196,57,7022,0,0,0,0,0,0,7022,0,0.144000,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aghkand,3156.312631,17575,25845,35667,8.188451,15238,4819,0,5557,180,50,14006,1233,0,2991,12248,0,0,0,0,0.086000,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aghmat,1004.373479,15209,22366,30865,22.268564,15157,7183,0,0,24,2,15157,0,0,4082,11074,0,0,0,0,0.115200,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agikuyu,36255.708601,295086,433951,598852,11.969167,337389,75400,0,18309,2263,590,310100,27289,0,0,244858,0,0,92532,0,0.076000,sorghum+yam,1.000000,15,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agnam_civol,3589.354169,27580,42171,59630,11.749001,28956,13215,0,0,0,0,28956,0,0,0,22907,0,0,6049,0,0.518400,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agno,2144.822802,16608,24424,33704,11.387192,22463,990,0,0,936,35,22463,0,0,0,0,0,0,3482,18981,0.054400,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agob,5021.546672,203291,310843,439531,61.901752,285583,8849,16188,0,182,41,276727,8855,0,0,0,73089,0,0,212494,0.396000,banana+rice_wet,0.800000,11,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agoo,2343.177755,38204,56183,77532,23.977239,37527,1628,15506,0,1465,58,36363,1164,0,0,0,0,0,6801,30726,0.054400,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agordat,24120.631807,585529,861072,1188279,35.698568,716230,129868,0,14974,0,0,658299,57930,0,0,716230,0,0,0,0,0.309600,sorghum,1.000000,30,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agori,4064.184143,70415,107668,152243,26.492015,96357,2926,0,6276,2024,85,88563,7794,0,0,77082,0,0,19275,0,0.146200,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agouasaque,6321.093385,839181,1234090,1703044,195.233592,1215789,11148,0,6797,294,62,1117453,98336,0,0,0,0,1215789,0,0,0.396000,maize,1.000000,42,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agra,3295.529190,163930,250657,354429,76.059682,241524,3460,0,5674,0,0,221989,19535,0,0,241524,0,0,0,0,0.662400,sorghum,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agramunt,970.205832,24230,35632,49172,36.726474,30640,4992,0,0,0,0,30640,0,0,25498,5142,0,0,0,0,0.309600,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agreda,876.681700,9461,13913,19199,15.869604,12070,1742,0,0,87,14,12070,0,0,12070,0,0,0,0,0,0.086000,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agror,1180.111897,9660,14207,19605,12.038297,7868,2708,0,3484,126,21,7231,636,0,5831,0,2036,0,0,0,0.032000,wheat+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
agsu,2220.548286,17375,25551,35260,11.506584,21993,3390,0,0,132,35,21993,0,0,5289,16704,0,0,0,0,0.086000,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aguacadiba,1482.266119,64570,94956,131039,64.061128,82993,859,10370,0,708,26,80420,2573,0,0,0,0,22663,60330,0,0.146200,cassava+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aguacana,2180.744515,75744,111388,153715,51.077810,104735,2049,0,4102,407,95,96264,8471,0,0,0,0,81680,23055,0,0.184900,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aguacay,6040.743730,243756,358464,494681,59.341106,342912,6991,0,6518,1789,255,315176,27736,0,0,0,0,255776,87136,0,0.184900,maize+sweet_potato,1.000000,12,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aguanish,1360.601333,12140,17853,24637,13.121454,0,1462,11935,3724,635,97,0,0,0,0,0,0,0,0,0,0.420000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aguasabon,3297.135003,19905,29272,40396,8.878144,0,3542,18300,5675,1519,235,0,0,0,0,0,0,0,0,0,0.184900,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
