From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
mulhouse;freiburg;sea;pp_nav_00943;8034;6141;8037;6141;River navigation crossing
multan;sitpur;sea;pp_nav_01564;10934;5031;10931;5028;River navigation crossing
myedu;takawng;sea;pp_nav_01846;12059;4636;12062;4636;River navigation crossing
nam_thing;mong_yai;sea;pp_nav_01865;12177;4628;12174;4625;River navigation crossing
nichabau;kinozhesipi;sea;pp_nav_01057;4190;6010;4190;6007;River navigation crossing
nioman;jiajin;sea;pp_nav_00891;13599;6229;13596;6226;River navigation crossing
nograd;buda;sea;pp_nav_00958;8563;6133;8560;6130;River navigation crossing
okaisipi;onontchataronon;sea;pp_nav_01071;4262;5990;4265;5987;River navigation crossing
ostiglia;guastalla;sea;pp_nav_01101;8195;5956;8192;5953;River navigation crossing
pabna;savar;sea;pp_nav_01825;11771;4683;11774;4683;River navigation crossing
perevitska;kazari;sea;pp_nav_00654;9496;6608;9499;6608;River navigation crossing
qingjian;dinghu;sea;pp_nav_01293;12727;5468;12730;5468;River navigation crossing
quigate;quizquiz;sea;pp_nav_01382;3567;5316;3570;5313;River navigation crossing
rouyuan;zhenkang;sea;pp_nav_01811;12201;4702;12204;4702;River navigation crossing
sagu;taungdwingyi;sea;pp_nav_01901;12017;4455;12020;4455;River navigation crossing
sampheak_borak;phnom_santuk;sea;pp_nav_01958;12516;4052;12513;4049;River navigation crossing
shenmu;baode;sea;pp_nav_01245;12739;5556;12742;5556;River navigation crossing
strasbourg;baden;sea;pp_nav_00900;8054;6200;8057;6197;River navigation crossing
subansiri;lakhimpur;sea;pp_nav_01660;11986;4903;11983;4900;River navigation crossing
tanahun;upardang;sea;pp_nav_01667;11533;4903;11536;4900;River navigation crossing
terbyas;vilyuy;sea;pp_nav_00152;13211;7294;13211;7291;River navigation crossing
tongzhou;ruicheng;sea;pp_nav_01376;12708;5311;12711;5311;River navigation crossing
tutilcoya;quipana;sea;pp_nav_01367;3457;5343;3457;5340;River navigation crossing
villars;vienne;sea;pp_nav_01055;7914;6005;7914;6002;River navigation crossing
viviers;orange;sea;pp_nav_01125;7901;5913;7904;5913;River navigation crossing
wuzhi;guancheng_zhengzhou;sea;pp_nav_01383;12855;5330;12858;5327;River navigation crossing
yanchang;jizhou;sea;pp_nav_01324;12718;5410;12721;5410;River navigation crossing
yanggu_yanzhou;yuncheng;sea;pp_nav_01342;12958;5384;12961;5381;River navigation crossing
yapeyu;cuareim;sea;pp_nav_02344;5070;1654;5070;1651;River navigation crossing
yaroslavl;nerekhta;sea;pp_nav_00489;9538;6822;9541;6819;River navigation crossing
yuanyang;kaifeng;sea;pp_nav_01385;12891;5327;12891;5324;River navigation crossing
andawaohie;wolinak;sea;pp_nav_01020;4412;6057;4412;6053;River navigation crossing
cremona;piacenza;sea;pp_nav_01097;8139;5959;8135;5955;River navigation crossing
dobrzyn;gostynin;sea;pp_nav_00748;8580;6457;8580;6453;River navigation crossing
gniew;kwidzyn;sea;pp_nav_00686;8547;6539;8551;6535;River navigation crossing
mirandola;ficarolo;sea;pp_nav_01108;8202;5952;8206;5952;River navigation crossing
orange;st_ambroix;sea;pp_nav_01125;7904;5912;7900;5908;River navigation crossing
passau;linz;sea;pp_nav_00919;8316;6185;8316;6181;River navigation crossing
petrovaradin;modos;sea;pp_nav_01076;8611;5964;8615;5964;River navigation crossing
siegburg;ahrweiler;sea;pp_nav_00835;8021;6327;8017;6323;River navigation crossing
simiti;hacaritamas;sea;pp_nav_01978;4333;3815;4337;3811;River navigation crossing
yanci;qidong;sea;pp_nav_01297;13043;5463;13043;5459;River navigation crossing
yguazu;cruz_alta;sea;pp_nav_02316;5219;1815;5219;1811;River navigation crossing
angers;beaupreau;sea;pp_nav_00986;7650;6112;7645;6107;River navigation crossing
bordeaux;belin;sea;pp_nav_01105;7665;5936;7670;5931;River navigation crossing
changshou_changshou;banan;sea;pp_nav_01584;12560;5022;12560;5017;River navigation crossing
guachoyo;yazoo;sea;pp_nav_01430;3538;5209;3543;5209;River navigation crossing
mulhouse;basel;sea;pp_nav_00971;8031;6125;8037;6119;River navigation crossing
wanquan;heyang_xian;sea;pp_nav_01355;12721;5353;12715;5347;River navigation crossing
