name,category,icon,price,price_gold,price_source,effective_price,effective_price_gold,effective_price_source,price_kind,pop_type,employment_size,employment_size_key,max_levels,obsolete_buildings,possible_production_methods,unique_production_methods,unique_production_method_groups,source_file,source_line,source_layer,source_mod,source_mode,source_history
bog_iron_smelter,rgo_building_category,bog_iron_smelter,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_bog_iron_maintenance""]","[[""pp_bog_iron_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_bog_iron_smelter.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_bog_iron_smelter.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
clay_pit,rgo_building_category,,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_clay_pit_base_clay"",""pp_clay_pit_maintenance""]","[[""pp_clay_pit_base_clay"",""pp_clay_pit_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_clay_pit.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_clay_pit.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
salt_collector,rgo_building_category,salt_collector,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_coastal_saltern_base_salt"",""pp_coastal_saltern_open_salt_marshes"",""pp_coastal_saltern_lined_evaporation_pans""]","[[""pp_coastal_saltern_base_salt""],[""pp_coastal_saltern_open_salt_marshes"",""pp_coastal_saltern_lined_evaporation_pans""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coastal_saltern.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coastal_saltern.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
fruit_orchard,rgo_building_category,,,,,,,,unresolved,peasants,1.0,,farm_capacity_max_fruit_orchard,[],[],"[""pp_fruit_orchard_base_fruit"",""pp_fruit_orchard_no_primary"",""pp_fruit_orchard_maintenance"",""pp_fruit_orchard_no_worker_victuals"",""pp_fruit_orchard_worker_victuals""]","[[""pp_fruit_orchard_base_fruit""],[""pp_fruit_orchard_no_primary"",""pp_fruit_orchard_maintenance""],[""pp_fruit_orchard_no_worker_victuals"",""pp_fruit_orchard_worker_victuals""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fruit_orchard.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fruit_orchard.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
early_council_hall,government_category,,,,,,,,unresolved,burghers,,generic_burgher_employment,1,[],[],"[""early_council_hall_maintenance""]","[[""early_council_hall_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_early_council_hall.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/council_hall.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":1,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_early_council_hall.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
council_hall,government_category,,,,,,,,unresolved,burghers,,generic_burgher_employment,1,"[""early_council_hall""]",[],"[""council_hall_maintenance""]","[[""council_hall_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_council_hall.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/council_hall.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":41,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_council_hall.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
modern_council_hall,government_category,,,,,,,,unresolved,burghers,,generic_burgher_employment,1,"[""council_hall""]",[],"[""modern_council_hall_maintenance""]","[[""modern_council_hall_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_modern_council_hall.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/council_hall.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":79,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_modern_council_hall.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
university,cultural_category,,,,,,,,unresolved,clergy,,religious_building_employment,1,[],[],"[""pp_university_maintenance""]","[[""pp_university_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/pp_culture_building_adjustments.txt,47,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/pp_culture_building_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":47,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
library,cultural_category,,,,,,,,unresolved,clergy,,cultural_employment,1,[],"[""pp_library_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/pp_culture_building_adjustments.txt,3,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/pp_culture_building_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":3,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
confucian_school,cultural_category,,,,,,,,unresolved,nobles,,noble_cultural_employment,1,[],"[""confucian_school_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_confucian_school.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/culture_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":93,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_confucian_school.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
confucian_academy,cultural_category,,,,,,,,unresolved,nobles,,noble_cultural_employment,1,[],[],"[""confucian_academy_maintenance""]","[[""confucian_academy_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_confucian_academy.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/culture_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":149,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_confucian_academy.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
opera_house,cultural_category,,,,,,,,unresolved,burghers,,large_cultural_employment,1,[],[],"[""opera_house_maintenance""]","[[""opera_house_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_opera_house.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/culture_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":199,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_opera_house.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
theater,cultural_category,,,,,,,,unresolved,burghers,,cultural_employment,1,[],"[""theater_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_theater.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/culture_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":241,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_theater.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
jesuit_college,cultural_category,,,,,,,,unresolved,clergy,,religious_building_employment,1,[],[],"[""jesuit_college_maintenance""]","[[""jesuit_college_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_jesuit_college.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/culture_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":273,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_jesuit_college.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
art_school,cultural_category,,,,,,,,unresolved,burghers,,cultural_employment,1,[],"[""art_school_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_art_school.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/culture_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":332,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_art_school.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
arts_academy,cultural_category,,,,,,,,unresolved,burghers,,generic_burgher_employment,1,"[""art_school""]","[""arts_academy_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_arts_academy.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/culture_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":372,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_arts_academy.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
trade_office,trade_category,,,,,,,,unresolved,burghers,,foreign_trade_employment,trade_office_max_level,[],[],"[""trade_office_requirements""]","[[""trade_office_requirements""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_trade_office.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/foreign_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":1,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_trade_office.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
embassy,government_category,,,,,,,,unresolved,nobles,,minor_noble_employment,1,[],[],"[""embassy_requirements""]","[[""embassy_requirements""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_embassy.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/foreign_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":52,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_embassy.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
missionary_building,colonial_category,,,,,,,,unresolved,clergy,,religious_building_employment,1,[],"[""colony_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_missionary_building.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/building_types/foreign_buildings.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":114,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_missionary_building.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
